Player,Team,PassingAtt,Completions,PassingYds,PassingTD,Interceptions,RushingAtt,RushingYds,RushingTD,FumblesLost,Pos,Receptions,ReceivingYds,ReceivingTD
Tim Jones,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,WR,3.8,49.9,0.3
Avery Williams,ATL,0.0,0.0,0.0,0.0,0.0,5.4,23.1,0.2,0.0,RB,3.4,22.1,0.2
Isaiah Coulter,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.7,44.7,0.3
Charlie Woerner,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,TE,3.4,46.9,0.3
Dezmon Patmon,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.7,44.2,0.3
Bo Melton,GB,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,WR,3.7,44.5,0.3
Simi Fehoko,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.6,43.1,0.3
Dennis Houston,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.5,42.8,0.3
Gerrid Doaks,HOU,0.0,0.0,0.0,0.0,0.0,4.7,19.7,0.1,0.0,RB,4.0,27.8,0.2
Cody Chrest,GB,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,WR,3.4,43.1,0.3
Stanley Morgan Jr.,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.8,42.9,0.3
Seth Williams,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.7,47.4,0.2
River Cracraft,MIA,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,WR,4.6,47.2,0.2
Jacob Harris,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.7,46.5,0.2
Easop Winston Jr.,SEA,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,WR,3.5,46.2,0.2
KeeSean Johnson,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.6,41.2,0.3
David Wells,TB,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,TE,3.2,31.7,0.4
Jalen Virgil,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.4,43.3,0.3
Dominique Dafney,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.9,39.8,0.3
Keelan Doss,LAC,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,WR,2.4,40.2,0.2
Brandon Johnson,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,WR,3.5,42.9,0.2
Jaelon Darden,CLE,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,WR,2.3,44.1,0.2
Andre Baccellia,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.7,46.2,0.2
Rakim Jarrett,TB,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,WR,3.1,35.3,0.3
Tanner Conner,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.9,37.7,0.3
MyCole Pruitt,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,0.0,30.6,0.4
Kendall Blanton,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,0.0,35.0,0.3
Austin Trammell,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.3,42.7,0.2
Parker Hesse,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,TE,2.1,45.4,0.1
C.J. Saunders,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.4,40.2,0.2
Trent Taylor,CIN,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,WR,2.3,32.2,0.2
Kawaan Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.3,40.0,0.2
Cam Sims,LV,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,WR,3.4,44.8,0.1
Tyler Davis,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,TE,2.5,31.9,0.3
Mason Schreck,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.6,35.2,0.2
Michael Burton,DEN,0.0,0.0,0.0,0.0,0.0,4.7,12.1,0.1,0.0,RB,3.3,19.2,0.2
Dalton Keene,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.6,35.1,0.2
Keke Coutee,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.4,39.0,0.2
Dez Fitzpatrick,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.2,39.0,0.2
Adam Prentice,NO,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.1,0.0,RB,4.0,19.1,0.2
Tommy Sweeney,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.7,34.0,0.3
Keelan Cole Sr.,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.3,38.8,0.2
Noah Togiai,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,TE,3.0,32.8,0.3
Michael Woods II,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.1,38.7,0.2
Henry Pearson,GB,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.1,0.0,RB,3.7,16.4,0.2
Cody White,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.3,38.6,0.2
Mason Kinsey,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.1,38.5,0.2
Anthony Schwartz,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,38.5,0.2
Dax Milne,WAS,0.0,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.2,WR,4.0,40.5,0.2
Bryce Ford-Wheaton,NYG,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,WR,0.0,46.6,0.0
Racey McMath,TEN,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,WR,3.0,41.5,0.1
Malik Turner,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.9,36.5,0.2
Tylan Wallace,BAL,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,WR,3.0,40.1,0.1
Chris Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,34.8,0.2
Jalen Camp,HOU,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,WR,2.1,32.4,0.1
Vyncint Smith,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.8,35.0,0.2
Mike Strachan,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.8,35.0,0.2
Jason Huntley,IND,0.0,0.0,0.0,0.0,0.0,5.0,14.6,0.1,0.0,RB,2.2,17.5,0.1
Chris Myarick,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.7,28.6,0.3
Tyler Mabry,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,TE,2.8,29.7,0.2
Josh Ali,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.8,32.3,0.2
Feleipe Franks,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,3.1,29.0,0.2
James Proche II,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,WR,1.8,35.3,0.1
Pharaoh Brown,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,TE,1.9,37.7,0.1
Khari Blasingame,CHI,0.0,0.0,0.0,0.0,0.0,5.7,13.5,0.1,0.0,RB,2.7,12.3,0.1
Daurice Fountain,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.5,29.3,0.2
Kaden Smith,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,3.2,29.2,0.2
Greg Ward,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,WR,2.5,30.2,0.2
Nsimba Webster,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.5,29.1,0.2
Jack Colletto,SF,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.1,0.0,RB,3.6,16.3,0.2
Keith Kirkwood,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,WR,2.4,30.2,0.1
Keith Smith,ATL,0.0,0.0,0.0,0.0,0.0,5.4,12.4,0.1,0.0,RB,2.8,11.4,0.1
Matt Sokol,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,TE,1.7,17.2,0.3
Curtis Hodges,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,TE,2.5,23.3,0.2
Miles Boykin,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,WR,1.6,28.4,0.1
Jacob Hollister,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,0.0,7.7,0.4
Alex Erickson,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,WR,1.9,23.7,0.1
Jakob Johnson,LV,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,RB,4.5,16.0,0.2
Sean McKeon,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,TE,1.0,12.7,0.2
Brayden Willis,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,0.0,14.0,0.2
Breshad Perriman,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,WR,1.1,16.3,0.1
Ellis Merriweather,NO,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.1,0.0,RB,0.5,3.7,0.0
Tyler Goodson,GB,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.1,0.0,RB,0.5,2.6,0.0
Jason Brownlee,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,WR,0.8,9.7,0.1
Dwayne Washington,DEN,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,RB,0.5,4.4,0.0
Hunter Kampmoyer,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,TE,0.5,3.9,0.1
Ben Mason,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.3,2.0,0.0
Clint Ratkovich,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.2,1.4,0.0
